Student_ID,Course_Name,Gender(F1),Major(F2),Level(F3),High_School_GPA(F4),Home_City_Code(F5),University_GPA(F6),Course_Type(F7),Teacher_Grade(F8),Grade
S0301,Chem101,M,IS,L1,EXCELLENT,OUT_REGION,VERYGOOD,L,NACDM,80
S0302,Phys101,M,IT,L1,GOOD,OUT_REGION,GOOD,L,LECTR,65
S0303,Bio101,F,SE,L2,GOOD,IN_REGION,PASS,L,ASSTS,51
S0304,Eng101,M,IS,L2,GOOD,IN_REGION,VERYGOOD,C,ASOC,77
S0305,Eng101,F,CS,L3,GOOD,IN_REGION,GOOD,L,ASSTS,60
S0306,Chem101,M,IT,L3,PASS,OUT_REGION,VERYGOOD,C,ASSTS,80
S0307,Phys101,F,SE,L4,EXCELLENT,OUT_REGION,PASS,C,ASSTS,99
S0308,Phys101,F,CS,L2,GOOD,OUT_REGION,GOOD,B,NACDM,55
S0309,Bio101,F,SE,L3,PASS,OUT_REGION,VERYGOOD,C,PROF,61
S0310,Math101,M,IS,L2,GOOD,OUT_REGION,GOOD,C,LECTR,65
S0311,Bio101,M,CS,L2,VERYGOOD,OUT_REGION,VERYGOOD,L,LECTR,85
S0312,Eng101,M,CS,L3,PASS,OUT_REGION,PASS,C,LECTR,72
S0313,Bio101,M,SE,L1,VERYGOOD,IN_REGION,PASS,L,LECTR,76
S0314,Eng101,M,SE,L2,PASS,IN_REGION,PASS,C,NACDM,88
S0315,Phys101,M,IT,L1,EXCELLENT,OUT_REGION,GOOD,C,ASSTS,93
S0316,Math101,M,SE,L4,VERYGOOD,OUT_REGION,PASS,L,NACDM,52
S0317,Chem101,M,CS,L1,EXCELLENT,IN_REGION,EXCELLENT,L,LECTR,74
S0318,Math101,F,IS,L3,EXCELLENT,IN_REGION,GOOD,B,LECTR,72
S0319,Eng101,M,CS,L3,PASS,IN_REGION,GOOD,C,PROF,78
S0320,Phys101,M,CS,L1,EXCELLENT,IN_REGION,PASS,L,PROF,86
S0321,Bio101,M,IS,L2,PASS,OUT_REGION,GOOD,B,LECTR,58
S0322,Chem101,M,CS,L1,GOOD,IN_REGION,EXCELLENT,C,ASOC,88
S0323,Eng101,F,IS,L1,GOOD,OUT_REGION,GOOD,B,ASOC,95
S0324,Phys101,M,SE,L3,GOOD,IN_REGION,EXCELLENT,C,PROF,60
S0325,Bio101,M,SE,L4,PASS,OUT_REGION,PASS,L,ASSTS,90
S0326,Chem101,F,CS,L2,VERYGOOD,IN_REGION,PASS,C,ASOC,54
S0327,Eng101,M,SE,L3,PASS,IN_REGION,PASS,B,NACDM,65
S0328,Bio101,F,IT,L4,VERYGOOD,IN_REGION,PASS,C,ASOC,62
S0329,Chem101,M,IT,L1,PASS,IN_REGION,PASS,L,ASSTS,100
S0330,Chem101,M,SE,L2,GOOD,OUT_REGION,VERYGOOD,L,ASOC,77
S0331,Eng101,M,IS,L4,VERYGOOD,OUT_REGION,VERYGOOD,C,NACDM,82
S0332,Eng101,M,IT,L2,EXCELLENT,OUT_REGION,PASS,L,ASSTS,52
S0333,Bio101,M,IS,L2,PASS,OUT_REGION,VERYGOOD,B,ASSTS,50
S0334,Bio101,M,SE,L4,PASS,OUT_REGION,PASS,L,ASOC,78
S0335,Bio101,M,IT,L1,VERYGOOD,IN_REGION,GOOD,C,NACDM,75
S0336,Eng101,F,SE,L4,GOOD,IN_REGION,VERYGOOD,L,PROF,50
S0337,Phys101,M,IT,L2,PASS,IN_REGION,VERYGOOD,C,ASOC,88
S0338,Chem101,F,IT,L4,PASS,IN_REGION,GOOD,C,ASOC,60
S0339,Eng101,M,CS,L3,VERYGOOD,OUT_REGION,VERYGOOD,L,PROF,94
S0340,Eng101,M,IS,L3,EXCELLENT,IN_REGION,VERYGOOD,L,PROF,56
S0341,Chem101,M,CS,L2,PASS,IN_REGION,PASS,L,ASSTS,86
S0342,Phys101,M,IS,L3,EXCELLENT,OUT_REGION,PASS,B,LECTR,93
S0343,Phys101,M,IS,L2,VERYGOOD,OUT_REGION,EXCELLENT,B,ASSTS,97
S0344,Chem101,M,IS,L4,EXCELLENT,IN_REGION,GOOD,C,PROF,80
S0345,Chem101,F,CS,L3,GOOD,IN_REGION,VERYGOOD,L,PROF,63
S0346,Bio101,F,SE,L1,GOOD,OUT_REGION,GOOD,C,NACDM,72
S0347,Phys101,F,IS,L1,PASS,IN_REGION,GOOD,C,PROF,59
S0348,Chem101,M,IT,L2,PASS,OUT_REGION,VERYGOOD,B,PROF,95
S0349,Chem101,M,IT,L1,PASS,IN_REGION,GOOD,C,NACDM,63
S0350,Bio101,M,CS,L3,VERYGOOD,OUT_REGION,EXCELLENT,L,PROF,63
S0351,Math101,M,CS,L2,VERYGOOD,IN_REGION,GOOD,L,NACDM,59
S0352,Eng101,M,CS,L2,EXCELLENT,IN_REGION,VERYGOOD,B,ASOC,70
S0353,Eng101,M,IS,L1,GOOD,IN_REGION,GOOD,B,ASSTS,89
S0354,Bio101,F,IS,L4,EXCELLENT,OUT_REGION,PASS,C,PROF,94
S0355,Eng101,M,SE,L3,EXCELLENT,IN_REGION,EXCELLENT,L,ASSTS,67
S0356,Math101,M,SE,L2,GOOD,IN_REGION,PASS,L,LECTR,98
S0357,Bio101,F,IT,L3,VERYGOOD,IN_REGION,PASS,B,ASOC,78
S0358,Bio101,M,IT,L3,EXCELLENT,OUT_REGION,GOOD,L,ASOC,53
S0359,Eng101,M,IT,L4,EXCELLENT,OUT_REGION,VERYGOOD,L,NACDM,95
S0360,Eng101,M,SE,L2,VERYGOOD,OUT_REGION,GOOD,L,NACDM,80
S0361,Chem101,F,SE,L4,VERYGOOD,IN_REGION,EXCELLENT,C,ASOC,64
S0362,Math101,F,CS,L1,EXCELLENT,IN_REGION,EXCELLENT,B,NACDM,90
S0363,Chem101,M,IT,L4,EXCELLENT,OUT_REGION,EXCELLENT,B,NACDM,82
S0364,Eng101,M,SE,L4,GOOD,OUT_REGION,EXCELLENT,C,ASOC,50
S0365,Eng101,F,SE,L1,GOOD,OUT_REGION,GOOD,B,LECTR,99
S0366,Eng101,F,IS,L2,EXCELLENT,IN_REGION,VERYGOOD,B,ASOC,100
S0367,Chem101,M,SE,L2,GOOD,IN_REGION,VERYGOOD,C,PROF,81
S0368,Phys101,M,SE,L1,EXCELLENT,IN_REGION,PASS,B,LECTR,66
S0369,Bio101,M,IT,L2,EXCELLENT,OUT_REGION,EXCELLENT,B,ASOC,99
S0370,Eng101,F,SE,L1,GOOD,OUT_REGION,VERYGOOD,B,PROF,69
S0371,Phys101,M,SE,L1,EXCELLENT,OUT_REGION,VERYGOOD,L,NACDM,83
S0372,Math101,F,IS,L3,GOOD,OUT_REGION,PASS,L,PROF,86
S0373,Chem101,F,CS,L1,GOOD,IN_REGION,VERYGOOD,L,NACDM,98
S0374,Phys101,F,IT,L2,EXCELLENT,IN_REGION,GOOD,C,NACDM,68
S0375,Phys101,F,CS,L3,GOOD,IN_REGION,VERYGOOD,B,NACDM,70
S0376,Eng101,F,CS,L2,VERYGOOD,OUT_REGION,GOOD,L,PROF,61
S0377,Phys101,F,IS,L1,VERYGOOD,IN_REGION,EXCELLENT,L,NACDM,60
S0378,Chem101,F,IS,L3,GOOD,OUT_REGION,GOOD,L,PROF,74
S0379,Chem101,M,SE,L2,VERYGOOD,OUT_REGION,EXCELLENT,L,PROF,51
S0380,Math101,F,IT,L4,PASS,IN_REGION,EXCELLENT,L,ASSTS,83
S0381,Math101,F,IS,L3,EXCELLENT,OUT_REGION,GOOD,B,ASOC,56
S0382,Bio101,M,IT,L2,VERYGOOD,OUT_REGION,PASS,L,ASOC,88
S0383,Bio101,M,SE,L4,VERYGOOD,OUT_REGION,PASS,L,NACDM,100
S0384,Chem101,F,IT,L4,VERYGOOD,OUT_REGION,GOOD,B,LECTR,62
S0385,Chem101,F,IT,L4,PASS,OUT_REGION,PASS,C,ASOC,96
S0386,Chem101,M,IS,L1,PASS,IN_REGION,EXCELLENT,L,PROF,87
S0387,Phys101,M,IS,L2,VERYGOOD,IN_REGION,EXCELLENT,L,ASOC,80
S0388,Bio101,F,CS,L2,EXCELLENT,OUT_REGION,GOOD,L,PROF,72
S0389,Eng101,F,IS,L2,GOOD,IN_REGION,PASS,C,LECTR,88
S0390,Phys101,M,SE,L2,VERYGOOD,OUT_REGION,PASS,L,ASSTS,98
S0391,Chem101,M,CS,L4,VERYGOOD,IN_REGION,EXCELLENT,L,PROF,64
S0392,Eng101,F,SE,L4,GOOD,OUT_REGION,VERYGOOD,C,ASOC,66
S0393,Phys101,M,IT,L3,PASS,OUT_REGION,GOOD,C,ASSTS,64
S0394,Math101,F,CS,L4,GOOD,IN_REGION,GOOD,L,ASOC,95
S0395,Math101,F,CS,L1,VERYGOOD,IN_REGION,PASS,C,LECTR,84
S0396,Math101,M,IS,L3,PASS,IN_REGION,PASS,B,LECTR,54
S0397,Phys101,F,SE,L2,PASS,OUT_REGION,EXCELLENT,L,LECTR,73
S0398,Eng101,F,CS,L2,PASS,IN_REGION,VERYGOOD,B,PROF,94
S0399,Math101,F,SE,L3,GOOD,OUT_REGION,GOOD,L,PROF,72
S0400,Math101,M,IS,L2,PASS,IN_REGION,EXCELLENT,C,PROF,59
S0401,Bio101,F,SE,L4,VERYGOOD,OUT_REGION,GOOD,B,PROF,95
S0402,Bio101,F,SE,L1,PASS,OUT_REGION,EXCELLENT,C,ASSTS,60
S0403,Math101,M,IT,L1,PASS,IN_REGION,GOOD,L,LECTR,98
S0404,Phys101,M,CS,L2,PASS,OUT_REGION,PASS,B,ASOC,64
S0405,Eng101,M,CS,L2,EXCELLENT,OUT_REGION,EXCELLENT,L,ASOC,85
S0406,Math101,F,IS,L1,PASS,IN_REGION,EXCELLENT,C,ASOC,95
S0407,Eng101,F,SE,L1,VERYGOOD,IN_REGION,PASS,L,NACDM,73
S0408,Eng101,F,CS,L3,PASS,IN_REGION,PASS,C,ASSTS,54
S0409,Phys101,F,IT,L4,GOOD,OUT_REGION,EXCELLENT,L,NACDM,80
S0410,Chem101,F,SE,L3,GOOD,OUT_REGION,GOOD,B,NACDM,61
S0411,Math101,M,CS,L3,PASS,OUT_REGION,PASS,C,ASOC,56
S0412,Phys101,M,IS,L2,PASS,IN_REGION,GOOD,L,ASOC,82
S0413,Eng101,M,IT,L3,VERYGOOD,IN_REGION,EXCELLENT,B,LECTR,95
S0414,Bio101,F,CS,L2,PASS,OUT_REGION,EXCELLENT,L,ASSTS,51
S0415,Chem101,M,SE,L2,PASS,OUT_REGION,EXCELLENT,B,ASSTS,74
S0416,Math101,M,CS,L1,EXCELLENT,OUT_REGION,EXCELLENT,L,LECTR,89
S0417,Chem101,F,SE,L1,EXCELLENT,IN_REGION,PASS,C,LECTR,98
S0418,Math101,F,CS,L4,VERYGOOD,IN_REGION,VERYGOOD,C,PROF,59
S0419,Math101,M,SE,L1,EXCELLENT,IN_REGION,VERYGOOD,L,ASSTS,57
S0420,Eng101,M,IS,L3,PASS,IN_REGION,EXCELLENT,L,NACDM,92
S0421,Eng101,F,CS,L2,GOOD,IN_REGION,EXCELLENT,L,LECTR,87
S0422,Phys101,F,IS,L3,GOOD,IN_REGION,VERYGOOD,C,ASSTS,51
S0423,Phys101,F,IS,L3,GOOD,OUT_REGION,PASS,C,LECTR,83
S0424,Bio101,M,IT,L3,GOOD,OUT_REGION,GOOD,L,NACDM,51
S0425,Eng101,F,IS,L4,PASS,IN_REGION,GOOD,C,ASOC,74
S0426,Phys101,F,SE,L2,VERYGOOD,OUT_REGION,PASS,B,NACDM,67
S0427,Chem101,F,SE,L2,EXCELLENT,IN_REGION,GOOD,B,NACDM,69
S0428,Eng101,M,CS,L4,PASS,OUT_REGION,EXCELLENT,C,ASSTS,53
S0429,Bio101,F,IS,L3,EXCELLENT,IN_REGION,VERYGOOD,B,ASSTS,98
S0430,Phys101,F,SE,L3,GOOD,IN_REGION,VERYGOOD,L,PROF,64
S0431,Bio101,M,IT,L3,GOOD,OUT_REGION,GOOD,C,LECTR,93
S0432,Chem101,F,IS,L4,VERYGOOD,IN_REGION,GOOD,C,NACDM,89
S0433,Chem101,F,SE,L3,PASS,IN_REGION,EXCELLENT,L,ASOC,70
S0434,Math101,M,SE,L2,VERYGOOD,IN_REGION,PASS,L,ASOC,84
S0435,Phys101,F,IS,L3,EXCELLENT,IN_REGION,EXCELLENT,L,PROF,96
S0436,Eng101,M,CS,L3,EXCELLENT,IN_REGION,GOOD,C,LECTR,85
S0437,Phys101,M,IS,L2,VERYGOOD,IN_REGION,GOOD,C,PROF,87
S0438,Phys101,M,SE,L3,VERYGOOD,IN_REGION,PASS,C,PROF,92
S0439,Phys101,M,SE,L1,VERYGOOD,IN_REGION,EXCELLENT,B,NACDM,83
S0440,Eng101,M,IS,L3,EXCELLENT,IN_REGION,PASS,B,NACDM,51
S0441,Phys101,F,IT,L3,GOOD,IN_REGION,EXCELLENT,B,PROF,60
S0442,Bio101,M,IS,L2,GOOD,IN_REGION,EXCELLENT,L,NACDM,71
S0443,Eng101,M,IS,L1,EXCELLENT,IN_REGION,VERYGOOD,L,ASSTS,55
S0444,Bio101,M,IT,L1,VERYGOOD,IN_REGION,EXCELLENT,L,LECTR,59
S0445,Math101,F,CS,L4,EXCELLENT,IN_REGION,VERYGOOD,C,ASOC,63
S0446,Chem101,M,IS,L3,GOOD,IN_REGION,PASS,B,PROF,67
S0447,Chem101,M,IT,L3,PASS,IN_REGION,GOOD,B,PROF,51
S0448,Bio101,F,IT,L3,PASS,OUT_REGION,VERYGOOD,C,ASOC,92
S0449,Eng101,F,IT,L3,VERYGOOD,IN_REGION,GOOD,L,NACDM,92
S0450,Phys101,M,IS,L4,GOOD,IN_REGION,EXCELLENT,C,NACDM,84
S0451,Math101,M,CS,L1,PASS,OUT_REGION,GOOD,L,PROF,81
S0452,Phys101,M,SE,L1,VERYGOOD,OUT_REGION,PASS,L,ASSTS,93
S0453,Chem101,F,SE,L1,GOOD,IN_REGION,EXCELLENT,C,ASSTS,92
S0454,Bio101,F,IS,L1,GOOD,IN_REGION,EXCELLENT,C,PROF,70
S0455,Chem101,F,SE,L1,VERYGOOD,OUT_REGION,EXCELLENT,C,NACDM,87
S0456,Eng101,F,IS,L2,GOOD,OUT_REGION,PASS,L,LECTR,74
S0457,Math101,F,CS,L4,EXCELLENT,IN_REGION,GOOD,C,LECTR,73
S0458,Phys101,F,IT,L1,EXCELLENT,OUT_REGION,PASS,L,ASSTS,89
S0459,Phys101,F,CS,L1,EXCELLENT,IN_REGION,VERYGOOD,B,PROF,66
S0460,Math101,F,CS,L4,GOOD,OUT_REGION,VERYGOOD,L,ASOC,52
S0461,Eng101,M,IS,L4,GOOD,IN_REGION,EXCELLENT,L,NACDM,55
S0462,Bio101,M,IS,L2,VERYGOOD,IN_REGION,GOOD,B,ASSTS,89
S0463,Phys101,M,SE,L4,GOOD,OUT_REGION,PASS,B,PROF,76
S0464,Bio101,M,SE,L1,EXCELLENT,IN_REGION,VERYGOOD,C,ASSTS,70
S0465,Bio101,F,IS,L2,GOOD,IN_REGION,VERYGOOD,L,ASSTS,57
S0466,Bio101,M,CS,L1,PASS,IN_REGION,PASS,C,NACDM,98
S0467,Math101,F,IT,L4,PASS,OUT_REGION,EXCELLENT,C,ASSTS,83
S0468,Math101,M,IT,L4,GOOD,OUT_REGION,GOOD,L,ASSTS,78
S0469,Math101,F,SE,L3,GOOD,OUT_REGION,PASS,L,LECTR,69
S0470,Bio101,F,SE,L2,EXCELLENT,IN_REGION,PASS,B,ASSTS,70
S0471,Eng101,F,SE,L2,PASS,OUT_REGION,VERYGOOD,C,NACDM,98
S0472,Math101,F,IT,L1,GOOD,IN_REGION,EXCELLENT,B,ASSTS,83
S0473,Eng101,M,CS,L2,EXCELLENT,IN_REGION,GOOD,C,ASSTS,56
S0474,Chem101,F,IS,L4,EXCELLENT,OUT_REGION,GOOD,L,ASSTS,79
S0475,Math101,F,IS,L1,GOOD,IN_REGION,VERYGOOD,L,LECTR,77
S0476,Math101,F,CS,L4,EXCELLENT,OUT_REGION,VERYGOOD,B,PROF,89
S0477,Chem101,M,SE,L2,GOOD,OUT_REGION,PASS,L,PROF,65
S0478,Chem101,F,IT,L3,EXCELLENT,IN_REGION,VERYGOOD,L,ASOC,50
S0479,Math101,F,SE,L2,GOOD,IN_REGION,EXCELLENT,B,NACDM,86
S0480,Bio101,M,IT,L3,PASS,OUT_REGION,GOOD,L,LECTR,79
S0481,Phys101,F,IT,L1,VERYGOOD,IN_REGION,VERYGOOD,C,LECTR,58
S0482,Chem101,M,IT,L3,GOOD,OUT_REGION,EXCELLENT,B,ASOC,83
S0483,Math101,M,CS,L3,EXCELLENT,OUT_REGION,GOOD,B,NACDM,69
S0484,Chem101,M,IT,L2,PASS,OUT_REGION,EXCELLENT,L,PROF,66
S0485,Chem101,F,CS,L4,PASS,IN_REGION,PASS,L,ASSTS,81
S0486,Eng101,F,IT,L3,EXCELLENT,OUT_REGION,GOOD,B,NACDM,79
S0487,Math101,F,CS,L2,EXCELLENT,IN_REGION,GOOD,L,PROF,62
S0488,Bio101,F,SE,L4,EXCELLENT,IN_REGION,EXCELLENT,C,ASSTS,70
S0489,Phys101,M,IS,L2,EXCELLENT,IN_REGION,VERYGOOD,L,ASSTS,62
S0490,Math101,M,IS,L2,GOOD,IN_REGION,PASS,B,NACDM,71
S0491,Bio101,F,IT,L2,GOOD,IN_REGION,VERYGOOD,C,LECTR,74
S0492,Phys101,M,IS,L1,GOOD,OUT_REGION,PASS,L,NACDM,61
S0493,Math101,F,CS,L2,GOOD,OUT_REGION,EXCELLENT,C,ASOC,82
S0494,Chem101,F,IT,L2,EXCELLENT,OUT_REGION,GOOD,B,NACDM,76
S0495,Chem101,M,IS,L3,PASS,IN_REGION,PASS,L,ASSTS,51
S0496,Bio101,M,CS,L3,EXCELLENT,IN_REGION,VERYGOOD,B,NACDM,68
S0497,Math101,F,SE,L4,VERYGOOD,OUT_REGION,EXCELLENT,C,NACDM,96
S0498,Math101,F,IS,L2,PASS,IN_REGION,GOOD,B,NACDM,93
S0499,Bio101,F,SE,L1,EXCELLENT,IN_REGION,VERYGOOD,C,ASSTS,96
S0500,Math101,M,IT,L4,GOOD,OUT_REGION,GOOD,L,PROF,83
S0501,Eng101,F,CS,L3,GOOD,OUT_REGION,VERYGOOD,L,PROF,63
S0502,Math101,M,IT,L2,PASS,OUT_REGION,GOOD,L,NACDM,99
S0503,Math101,M,SE,L1,GOOD,IN_REGION,EXCELLENT,B,PROF,70
S0504,Eng101,M,IT,L4,VERYGOOD,OUT_REGION,VERYGOOD,L,ASOC,50
S0505,Bio101,F,IT,L2,GOOD,OUT_REGION,VERYGOOD,L,LECTR,93
S0506,Chem101,F,IT,L4,EXCELLENT,IN_REGION,GOOD,L,LECTR,57
S0507,Eng101,F,CS,L2,EXCELLENT,IN_REGION,EXCELLENT,B,ASSTS,69
S0508,Bio101,M,SE,L1,VERYGOOD,OUT_REGION,EXCELLENT,C,ASSTS,50
S0509,Bio101,M,CS,L4,VERYGOOD,OUT_REGION,PASS,B,PROF,97
S0510,Math101,M,IS,L2,GOOD,OUT_REGION,PASS,L,LECTR,53
S0511,Phys101,M,IS,L3,EXCELLENT,OUT_REGION,PASS,B,LECTR,57
S0512,Bio101,M,IT,L4,GOOD,IN_REGION,VERYGOOD,C,PROF,99
S0513,Chem101,F,CS,L4,VERYGOOD,OUT_REGION,EXCELLENT,C,NACDM,85
S0514,Chem101,F,IT,L1,EXCELLENT,IN_REGION,PASS,C,LECTR,55
S0515,Phys101,M,IS,L4,GOOD,IN_REGION,VERYGOOD,B,ASSTS,64
S0516,Chem101,F,CS,L2,EXCELLENT,OUT_REGION,VERYGOOD,B,ASSTS,51
S0517,Bio101,F,IT,L2,PASS,OUT_REGION,VERYGOOD,B,ASOC,57
S0518,Chem101,M,SE,L2,PASS,OUT_REGION,VERYGOOD,C,LECTR,55
S0519,Phys101,M,IT,L2,GOOD,IN_REGION,VERYGOOD,B,PROF,87
S0520,Chem101,M,SE,L3,VERYGOOD,IN_REGION,PASS,L,ASSTS,76
S0521,Phys101,F,IT,L3,EXCELLENT,IN_REGION,EXCELLENT,B,NACDM,86
S0522,Chem101,M,CS,L2,PASS,OUT_REGION,VERYGOOD,B,LECTR,63
S0523,Eng101,M,IS,L1,VERYGOOD,OUT_REGION,VERYGOOD,L,PROF,56
S0524,Phys101,M,IS,L2,GOOD,IN_REGION,EXCELLENT,L,LECTR,58
S0525,Phys101,M,IS,L1,PASS,OUT_REGION,EXCELLENT,C,ASOC,55
S0526,Bio101,F,IT,L1,EXCELLENT,OUT_REGION,PASS,L,NACDM,62
S0527,Eng101,M,SE,L1,EXCELLENT,IN_REGION,VERYGOOD,L,LECTR,90
S0528,Phys101,F,IT,L4,VERYGOOD,OUT_REGION,EXCELLENT,C,ASSTS,83
S0529,Eng101,M,IS,L3,EXCELLENT,OUT_REGION,PASS,C,ASOC,90
S0530,Eng101,F,IT,L3,VERYGOOD,OUT_REGION,VERYGOOD,L,ASOC,57
S0531,Bio101,M,IS,L1,EXCELLENT,IN_REGION,GOOD,B,LECTR,78
S0532,Chem101,M,IT,L2,EXCELLENT,IN_REGION,GOOD,C,ASOC,92
S0533,Math101,F,IT,L3,VERYGOOD,IN_REGION,EXCELLENT,L,ASOC,94
S0534,Phys101,M,CS,L1,EXCELLENT,OUT_REGION,EXCELLENT,C,PROF,71
S0535,Math101,F,SE,L4,PASS,OUT_REGION,PASS,L,LECTR,51
S0536,Math101,M,SE,L2,GOOD,OUT_REGION,PASS,L,ASOC,52
S0537,Bio101,M,IT,L1,PASS,OUT_REGION,PASS,B,LECTR,100
S0538,Bio101,M,IS,L1,VERYGOOD,IN_REGION,GOOD,B,ASSTS,54
S0539,Bio101,M,IT,L1,EXCELLENT,IN_REGION,EXCELLENT,B,PROF,66
S0540,Chem101,M,IS,L2,PASS,IN_REGION,PASS,L,ASSTS,80
S0541,Eng101,F,CS,L4,EXCELLENT,IN_REGION,VERYGOOD,B,ASSTS,59
S0542,Phys101,M,CS,L3,GOOD,IN_REGION,EXCELLENT,L,LECTR,56
S0543,Math101,F,CS,L3,GOOD,IN_REGION,VERYGOOD,B,NACDM,77
S0544,Chem101,F,IS,L2,PASS,IN_REGION,VERYGOOD,C,ASOC,91
S0545,Eng101,M,CS,L3,PASS,OUT_REGION,VERYGOOD,C,PROF,99
S0546,Chem101,F,IT,L2,PASS,IN_REGION,VERYGOOD,B,ASOC,54
S0547,Math101,F,IS,L1,PASS,IN_REGION,VERYGOOD,C,LECTR,92
S0548,Math101,M,IS,L3,VERYGOOD,IN_REGION,VERYGOOD,L,ASSTS,92
S0549,Phys101,M,IS,L4,EXCELLENT,OUT_REGION,EXCELLENT,C,NACDM,63
S0550,Phys101,F,SE,L1,EXCELLENT,OUT_REGION,PASS,L,ASSTS,53
S0551,Phys101,F,IS,L1,EXCELLENT,OUT_REGION,EXCELLENT,C,NACDM,68
S0552,Math101,F,IT,L3,VERYGOOD,IN_REGION,GOOD,C,PROF,78
S0553,Bio101,F,IT,L1,GOOD,IN_REGION,VERYGOOD,B,NACDM,83
S0554,Eng101,M,SE,L2,GOOD,IN_REGION,EXCELLENT,C,NACDM,88
S0555,Bio101,M,IT,L4,VERYGOOD,OUT_REGION,EXCELLENT,B,ASOC,60
S0556,Chem101,F,SE,L1,VERYGOOD,IN_REGION,PASS,B,LECTR,82
S0557,Bio101,F,CS,L4,EXCELLENT,IN_REGION,VERYGOOD,B,ASSTS,69
S0558,Eng101,M,IT,L4,EXCELLENT,IN_REGION,GOOD,L,ASSTS,57
S0559,Math101,M,SE,L3,VERYGOOD,IN_REGION,PASS,C,PROF,52
S0560,Phys101,F,IS,L4,EXCELLENT,OUT_REGION,PASS,C,NACDM,92
S0561,Bio101,M,SE,L1,PASS,OUT_REGION,GOOD,C,ASSTS,70
S0562,Bio101,F,CS,L1,EXCELLENT,IN_REGION,PASS,L,ASOC,66
S0563,Bio101,M,SE,L1,VERYGOOD,OUT_REGION,VERYGOOD,L,PROF,64
S0564,Bio101,F,CS,L3,VERYGOOD,OUT_REGION,GOOD,B,LECTR,61
S0565,Math101,F,SE,L2,VERYGOOD,IN_REGION,PASS,B,PROF,84
S0566,Bio101,F,CS,L3,GOOD,IN_REGION,VERYGOOD,B,ASSTS,74
S0567,Eng101,F,IS,L2,GOOD,OUT_REGION,GOOD,L,LECTR,73
S0568,Math101,F,IS,L2,PASS,OUT_REGION,VERYGOOD,B,LECTR,63
S0569,Chem101,M,CS,L1,GOOD,IN_REGION,GOOD,L,ASOC,54
S0570,Math101,F,IT,L4,EXCELLENT,OUT_REGION,VERYGOOD,B,NACDM,85
S0571,Math101,F,IT,L1,PASS,IN_REGION,GOOD,L,LECTR,93
S0572,Eng101,M,CS,L2,PASS,OUT_REGION,EXCELLENT,B,ASSTS,77
S0573,Math101,M,SE,L1,GOOD,IN_REGION,EXCELLENT,C,ASOC,69
S0574,Chem101,F,CS,L1,PASS,IN_REGION,GOOD,C,NACDM,55
S0575,Eng101,M,IT,L2,EXCELLENT,IN_REGION,GOOD,L,ASOC,76
S0576,Chem101,F,IT,L2,VERYGOOD,IN_REGION,VERYGOOD,C,NACDM,78
S0577,Phys101,M,SE,L2,GOOD,IN_REGION,GOOD,B,PROF,96
S0578,Eng101,M,CS,L2,PASS,OUT_REGION,GOOD,L,PROF,67
S0579,Math101,F,IT,L3,GOOD,OUT_REGION,GOOD,C,PROF,60
S0580,Chem101,M,SE,L3,VERYGOOD,OUT_REGION,GOOD,B,NACDM,80
S0581,Eng101,M,IT,L3,PASS,OUT_REGION,VERYGOOD,L,PROF,68
S0582,Chem101,M,SE,L1,PASS,OUT_REGION,VERYGOOD,C,PROF,66
S0583,Bio101,F,IT,L2,GOOD,OUT_REGION,GOOD,C,PROF,100
S0584,Chem101,M,SE,L2,VERYGOOD,OUT_REGION,GOOD,B,ASSTS,90
S0585,Phys101,F,SE,L1,EXCELLENT,IN_REGION,EXCELLENT,L,NACDM,76
S0586,Bio101,F,IS,L3,GOOD,OUT_REGION,VERYGOOD,L,LECTR,76
S0587,Chem101,M,IT,L3,PASS,OUT_REGION,EXCELLENT,L,ASOC,67
S0588,Eng101,F,IS,L1,GOOD,IN_REGION,PASS,L,PROF,57
S0589,Phys101,F,IT,L3,EXCELLENT,OUT_REGION,EXCELLENT,C,PROF,96
S0590,Math101,M,CS,L3,EXCELLENT,OUT_REGION,VERYGOOD,C,ASSTS,86
S0591,Phys101,M,IS,L1,PASS,IN_REGION,PASS,L,ASSTS,75
S0592,Phys101,F,SE,L2,PASS,IN_REGION,GOOD,L,NACDM,91
S0593,Eng101,M,SE,L3,VERYGOOD,OUT_REGION,PASS,B,ASOC,57
S0594,Eng101,M,CS,L2,VERYGOOD,OUT_REGION,GOOD,C,LECTR,92
S0595,Bio101,M,SE,L4,GOOD,IN_REGION,GOOD,B,ASOC,87
S0596,Eng101,F,IT,L3,GOOD,OUT_REGION,PASS,C,PROF,99
S0597,Bio101,M,CS,L2,GOOD,OUT_REGION,PASS,C,NACDM,80
S0598,Bio101,M,SE,L4,EXCELLENT,OUT_REGION,GOOD,B,LECTR,69
S0599,Math101,M,IS,L4,EXCELLENT,IN_REGION,GOOD,B,LECTR,51
S0600,Bio101,F,IT,L3,GOOD,IN_REGION,EXCELLENT,C,ASOC,53
S0601,Phys101,M,CS,L4,VERYGOOD,OUT_REGION,GOOD,L,NACDM,91
S0602,Eng101,M,IT,L4,EXCELLENT,IN_REGION,GOOD,C,PROF,90
S0603,Bio101,F,IT,L3,PASS,OUT_REGION,GOOD,L,PROF,57
S0604,Eng101,M,IS,L1,VERYGOOD,IN_REGION,GOOD,L,NACDM,89
